sku,name,warehouse,stock,reorder,cost
SKU-EL-36098,Cable - Wireless,Regional Depot (WH-02),330,117,$775.33
COMP-99083,Power Supply - ATX,Regional Depot (WH-02),597,411,$356.75
PWR-21151,RAM - Wireless,Central Hub (WH-01),4484,77,$407.17
PWR-85346,Keyboard - 850W Gold,Regional Depot (WH-02),3706,477,$398.10
MOD-56370,HDD - 850W Gold,West Coast Dist,643,236,$448.39
COMP-26657,GPU - 850W Gold,Express Logistics (WH-03),1585,230,$371.92
MOD-39665,Cable - Intel Core i7,East Coast Fulfillment,540,309,$221.40
PRD-HW-69687,Cooling Fan - RTX 4070,East Coast Fulfillment,3403,338,$203.97
MOD-64907,RAM - Mechanical RGB,Regional Depot (WH-02),1797,163,$470.99
MOD-80853,GPU - 32GB DDR5,Express Logistics (WH-03),3125,141,$520.33
MOD-86816,Case - 27-inch 4K,Express Logistics (WH-03),1849,244,$467.46
COMP-91311,RAM - 1TB NVMe,East Coast Fulfillment,1670,111,$684.48
SKU-EL-69288,Power Supply - 120mm PWM,Express Logistics (WH-03),3698,296,$281.14
COMP-75803,SSD - 27-inch 4K,Express Logistics (WH-03),2852,290,$771.88
MOD-69860,Motherboard - RTX 4070,Express Logistics (WH-03),1142,353,$248.83
MOD-79692,Case - 2TB 7200RPM,Central Hub (WH-01),3352,458,$542.77
SKU-EL-18694,Keyboard - Wireless,West Coast Dist,505,441,$613.83
PWR-12868,RAM - RTX 4070,Express Logistics (WH-03),2069,187,$391.11
MOD-47961,Cable - Intel Core i7,Central Hub (WH-01),4772,54,$354.36
COMP-71157,RAM - RTX 4070,East Coast Fulfillment,1990,12,$738.93
MOD-41932,Case - 120mm PWM,East Coast Fulfillment,3490,165,$209.88
MOD-10752,Power Supply - USB-C 2m,Regional Depot (WH-02),1548,89,$730.47
MOD-67735,Cooling Fan - ATX,Central Hub (WH-01),4321,364,$720.35
MOD-23271,Motherboard - Mechanical RGB,East Coast Fulfillment,902,186,$264.17
PWR-13938,Motherboard - 1TB NVMe,Regional Depot (WH-02),4067,276,$649.28
PWR-16432,HDD - Wireless,West Coast Dist,1220,301,$20.84
PRD-HW-20351,Keyboard - 2TB 7200RPM,East Coast Fulfillment,1866,131,$362.98
PWR-1481,Power Supply - Intel Core i7,Express Logistics (WH-03),2476,258,$557.47
MOD-17573,Cable - Mid-Tower,West Coast Dist,68,406,$436.60
SKU-EL-82415,Monitor - 1TB NVMe,Central Hub (WH-01),510,236,$546.88
PRD-HW-68141,Mouse - 850W Gold,East Coast Fulfillment,1971,199,$595.70
PRD-HW-9165,HDD - 27-inch 4K,Central Hub (WH-01),3655,72,$641.48
PRD-HW-3712,Power Supply - Intel Core i7,East Coast Fulfillment,3535,306,$46.77
SKU-EL-23631,Cooling Fan - 32GB DDR5,Express Logistics (WH-03),3946,317,$355.05
PWR-84894,Monitor - 850W Gold,Central Hub (WH-01),241,447,$481.71
SKU-EL-56975,Keyboard - Wireless,Central Hub (WH-01),1255,490,$430.88
COMP-78155,Motherboard - Mechanical RGB,West Coast Dist,4702,149,$588.89
PRD-HW-46400,Keyboard - 32GB DDR5,Regional Depot (WH-02),1713,459,$50.23
PRD-HW-15953,Power Supply - 1TB NVMe,West Coast Dist,2297,121,$260.86
PRD-HW-36363,GPU - Mechanical RGB,West Coast Dist,2260,243,$120.19
PRD-HW-57641,RAM - USB-C 2m,Express Logistics (WH-03),1710,268,$258.13
PRD-HW-45621,Power Supply - 2TB 7200RPM,West Coast Dist,550,334,$286.92
MOD-11714,SSD - 1TB NVMe,West Coast Dist,1558,91,$366.41
COMP-94990,Monitor - ATX,Central Hub (WH-01),444,77,$166.18
SKU-EL-98582,Case - Intel Core i7,Central Hub (WH-01),2951,311,$678.59
PWR-80035,GPU - 32GB DDR5,West Coast Dist,4565,72,$762.30
SKU-EL-92879,CPU - 120mm PWM,Central Hub (WH-01),4762,382,$406.39
COMP-8911,Power Supply - Mechanical RGB,West Coast Dist,4307,356,$311.58
PWR-51762,RAM - RTX 4070,Central Hub (WH-01),4339,203,$502.87
COMP-90525,Power Supply - 850W Gold,Regional Depot (WH-02),1455,54,$75.66
PRD-HW-61184,Monitor - Wireless,Express Logistics (WH-03),3068,289,$52.55
PRD-HW-29503,Motherboard - USB-C 2m,Regional Depot (WH-02),778,487,$705.07
MOD-44376,Cooling Fan - Mid-Tower,Central Hub (WH-01),975,107,$268.73
MOD-46077,Mouse - USB-C 2m,Express Logistics (WH-03),3476,145,$88.44
COMP-85081,Case - ATX,West Coast Dist,440,52,$293.12
SKU-EL-98496,Keyboard - ATX,Express Logistics (WH-03),4881,278,$698.35
MOD-56013,Motherboard - Wireless,Regional Depot (WH-02),595,79,$233.35
SKU-EL-21370,Cooling Fan - 32GB DDR5,Regional Depot (WH-02),2155,329,$15.30
SKU-EL-17755,Power Supply - 2TB 7200RPM,East Coast Fulfillment,751,389,$717.20
COMP-29465,Cable - 120mm PWM,Central Hub (WH-01),2532,250,$540.63
PWR-79687,Keyboard - RTX 4070,West Coast Dist,4605,210,$786.68
SKU-EL-90731,Mouse - USB-C 2m,Express Logistics (WH-03),1746,50,$71.00
MOD-39950,SSD - 27-inch 4K,East Coast Fulfillment,4260,68,$371.21
COMP-2960,Power Supply - USB-C 2m,Express Logistics (WH-03),3435,126,$739.65
COMP-81546,HDD - 1TB NVMe,East Coast Fulfillment,3938,226,$246.11
COMP-50317,CPU - RTX 4070,West Coast Dist,1175,265,$249.65
PWR-92313,Mouse - Wireless,Regional Depot (WH-02),4236,393,$521.27
SKU-EL-36540,HDD - USB-C 2m,Express Logistics (WH-03),4745,433,$38.18
MOD-91080,HDD - Mid-Tower,Central Hub (WH-01),3264,462,$706.34
PRD-HW-82989,RAM - 27-inch 4K,Central Hub (WH-01),2881,60,$440.03
PWR-21876,Power Supply - 2TB 7200RPM,East Coast Fulfillment,4415,220,$548.19
SKU-EL-95856,CPU - 850W Gold,Regional Depot (WH-02),2583,390,$259.34
SKU-EL-16456,Cooling Fan - Mechanical RGB,East Coast Fulfillment,4847,369,$473.41
PWR-33222,Power Supply - USB-C 2m,West Coast Dist,494,411,$210.60
PRD-HW-29895,SSD - Wireless,West Coast Dist,935,417,$465.81
COMP-1711,GPU - 120mm PWM,Regional Depot (WH-02),4025,495,$665.07
SKU-EL-81057,Motherboard - Wireless,East Coast Fulfillment,919,49,$754.14
PRD-HW-1429,RAM - 120mm PWM,West Coast Dist,2280,428,$671.23
MOD-26683,Motherboard - ATX,Central Hub (WH-01),2538,273,$90.21
PRD-HW-8630,Monitor - 850W Gold,Regional Depot (WH-02),4524,261,$496.81
MOD-35767,Cable - USB-C 2m,Express Logistics (WH-03),3416,91,$734.60
SKU-EL-12977,Cable - 1TB NVMe,West Coast Dist,1535,11,$671.13
MOD-66380,Motherboard - ATX,Express Logistics (WH-03),4194,55,$87.27
PWR-47013,Cable - 850W Gold,East Coast Fulfillment,1111,46,$710.79
SKU-EL-30126,SSD - Wireless,Central Hub (WH-01),621,24,$533.51
COMP-45070,Monitor - Intel Core i7,Regional Depot (WH-02),3008,417,$82.42
SKU-EL-81262,Motherboard - 32GB DDR5,East Coast Fulfillment,1881,88,$688.68
MOD-48269,CPU - 850W Gold,Express Logistics (WH-03),2835,267,$453.34
PWR-49023,Monitor - Wireless,Regional Depot (WH-02),3291,294,$69.22
MOD-83809,RAM - USB-C 2m,Express Logistics (WH-03),2561,70,$350.79
PWR-13661,Case - Wireless,Express Logistics (WH-03),969,474,$353.68
PWR-56902,Cooling Fan - 32GB DDR5,Central Hub (WH-01),1825,110,$35.90
PRD-HW-53448,Cooling Fan - Wireless,Regional Depot (WH-02),3434,61,$318.66
SKU-EL-74690,HDD - Mid-Tower,Express Logistics (WH-03),1683,46,$654.50
COMP-1647,Cooling Fan - Intel Core i7,East Coast Fulfillment,1790,176,$212.04
COMP-46365,RAM - Mid-Tower,Express Logistics (WH-03),1711,309,$739.07
COMP-11280,CPU - Wireless,Regional Depot (WH-02),1647,467,$15.26
COMP-67066,CPU - Mid-Tower,Central Hub (WH-01),1616,444,$222.32
PRD-HW-10636,Motherboard - 850W Gold,Regional Depot (WH-02),2908,177,$750.37
PRD-HW-23608,HDD - Wireless,Regional Depot (WH-02),4384,468,$198.52
SKU-EL-12434,Keyboard - USB-C 2m,Express Logistics (WH-03),2409,50,$634.76
COMP-39468,CPU - Mechanical RGB,Express Logistics (WH-03),3274,436,$31.34
SKU-EL-39200,Keyboard - 32GB DDR5,West Coast Dist,4200,62,$114.70
SKU-EL-43335,Monitor - 2TB 7200RPM,Regional Depot (WH-02),3246,66,$225.52
SKU-EL-4938,Cable - 120mm PWM,Central Hub (WH-01),3875,41,$658.51
SKU-EL-99570,Monitor - 32GB DDR5,Regional Depot (WH-02),2719,435,$84.69
PWR-81723,Mouse - USB-C 2m,East Coast Fulfillment,3219,352,$246.07
COMP-62018,Cable - 1TB NVMe,Regional Depot (WH-02),2321,393,$734.91
PRD-HW-72722,Power Supply - USB-C 2m,Express Logistics (WH-03),3397,242,$260.86
MOD-96656,Power Supply - 2TB 7200RPM,West Coast Dist,3232,276,$42.53
COMP-82043,Monitor - Mid-Tower,Express Logistics (WH-03),50,147,$385.12
SKU-EL-67493,Cable - RTX 4070,Central Hub (WH-01),4233,39,$502.97
MOD-9399,CPU - Intel Core i7,Central Hub (WH-01),545,397,$386.75
PWR-34925,Monitor - Mid-Tower,Express Logistics (WH-03),777,269,$29.48
MOD-9077,RAM - 27-inch 4K,West Coast Dist,38,263,$690.62
COMP-32046,RAM - RTX 4070,East Coast Fulfillment,4405,245,$254.93
COMP-28894,Cable - 2TB 7200RPM,Regional Depot (WH-02),4966,162,$268.68
SKU-EL-48778,CPU - 120mm PWM,West Coast Dist,947,412,$720.56
COMP-89747,HDD - USB-C 2m,East Coast Fulfillment,3165,389,$712.62
MOD-71174,GPU - RTX 4070,Central Hub (WH-01),3266,238,$730.36
MOD-71155,Cable - 1TB NVMe,West Coast Dist,1262,236,$578.88
COMP-97454,GPU - 1TB NVMe,Express Logistics (WH-03),1203,129,$580.67
PRD-HW-57959,HDD - ATX,Express Logistics (WH-03),3412,159,$252.24
COMP-70558,Cable - Intel Core i7,Central Hub (WH-01),2160,25,$696.81
MOD-96283,Cable - 27-inch 4K,Regional Depot (WH-02),1775,135,$355.71
PWR-74333,Cooling Fan - 120mm PWM,Central Hub (WH-01),4600,338,$412.02
SKU-EL-34391,Monitor - Intel Core i7,Express Logistics (WH-03),1360,265,$673.43
MOD-79555,CPU - Mid-Tower,Central Hub (WH-01),4578,295,$42.27
COMP-47337,Power Supply - 2TB 7200RPM,West Coast Dist,557,150,$711.87
COMP-77102,SSD - Intel Core i7,Central Hub (WH-01),4855,472,$752.82
PWR-7221,RAM - Intel Core i7,West Coast Dist,2218,37,$92.86
MOD-60764,Motherboard - Wireless,Express Logistics (WH-03),2903,214,$566.17
COMP-97865,Cooling Fan - 32GB DDR5,Express Logistics (WH-03),391,89,$446.47
PRD-HW-65410,Cooling Fan - RTX 4070,West Coast Dist,1211,196,$799.03
COMP-31883,Keyboard - RTX 4070,Regional Depot (WH-02),2329,182,$728.58
PRD-HW-84851,GPU - Mid-Tower,East Coast Fulfillment,286,32,$561.15
MOD-83735,SSD - 1TB NVMe,Regional Depot (WH-02),733,369,$681.48
PRD-HW-62393,GPU - 850W Gold,Express Logistics (WH-03),4964,208,$753.96
PRD-HW-17901,CPU - 27-inch 4K,Regional Depot (WH-02),3269,73,$637.69
MOD-42787,Monitor - Mechanical RGB,West Coast Dist,739,500,$310.71
COMP-7907,RAM - Intel Core i7,West Coast Dist,796,220,$121.98
PRD-HW-9388,Cable - Mid-Tower,West Coast Dist,63,324,$424.67
PRD-HW-59011,Cable - RTX 4070,Regional Depot (WH-02),2222,14,$479.05
SKU-EL-34331,RAM - Wireless,West Coast Dist,3913,488,$159.68
MOD-52871,CPU - 2TB 7200RPM,West Coast Dist,4516,97,$149.09
PRD-HW-18857,Cable - 2TB 7200RPM,East Coast Fulfillment,815,381,$730.08
MOD-17131,RAM - 32GB DDR5,Central Hub (WH-01),269,80,$743.00
SKU-EL-25108,Power Supply - Mid-Tower,Regional Depot (WH-02),4953,49,$268.52
PRD-HW-36303,Case - 1TB NVMe,East Coast Fulfillment,4656,166,$271.70
PRD-HW-89830,Monitor - Mechanical RGB,East Coast Fulfillment,3342,428,$47.41
COMP-50071,GPU - 32GB DDR5,Express Logistics (WH-03),4781,373,$686.50
PRD-HW-24677,Power Supply - 32GB DDR5,East Coast Fulfillment,2904,126,$179.78
MOD-70293,RAM - 32GB DDR5,East Coast Fulfillment,3811,15,$297.01
COMP-83503,Mouse - 120mm PWM,Regional Depot (WH-02),2626,321,$500.47
PRD-HW-18404,Monitor - Intel Core i7,East Coast Fulfillment,250,386,$199.38
COMP-57209,RAM - 2TB 7200RPM,East Coast Fulfillment,2774,179,$705.51
SKU-EL-44151,Mouse - Wireless,East Coast Fulfillment,2901,425,$343.49
PRD-HW-56422,Mouse - 2TB 7200RPM,East Coast Fulfillment,4566,94,$711.16
COMP-93162,Mouse - USB-C 2m,West Coast Dist,2288,410,$238.32
COMP-14767,Power Supply - 27-inch 4K,Express Logistics (WH-03),3363,324,$263.94
COMP-98208,Cable - 1TB NVMe,West Coast Dist,3397,286,$56.95
SKU-EL-14253,Cooling Fan - 2TB 7200RPM,Express Logistics (WH-03),3068,434,$268.47
SKU-EL-23736,Motherboard - 120mm PWM,West Coast Dist,2025,484,$796.74
SKU-EL-54080,GPU - Wireless,West Coast Dist,1860,443,$754.09
PWR-80510,Motherboard - ATX,West Coast Dist,3579,433,$294.53
SKU-EL-7350,Mouse - Intel Core i7,Express Logistics (WH-03),294,114,$565.59
COMP-13776,Cooling Fan - 120mm PWM,Central Hub (WH-01),1334,279,$570.52
PWR-98377,Motherboard - Mechanical RGB,East Coast Fulfillment,3136,290,$260.29
COMP-72449,Motherboard - 120mm PWM,West Coast Dist,4753,71,$55.22
PRD-HW-77471,Power Supply - 2TB 7200RPM,West Coast Dist,1232,146,$282.40
MOD-15105,SSD - 850W Gold,Regional Depot (WH-02),4425,257,$258.37
SKU-EL-89070,Case - 2TB 7200RPM,East Coast Fulfillment,125,43,$348.67
MOD-27926,RAM - Mid-Tower,West Coast Dist,1136,39,$97.35
MOD-68610,Cable - 32GB DDR5,West Coast Dist,3805,350,$439.95
COMP-38331,HDD - Mechanical RGB,Regional Depot (WH-02),1476,436,$138.39
PRD-HW-81087,RAM - Mid-Tower,Regional Depot (WH-02),3288,332,$174.50
MOD-67580,RAM - USB-C 2m,Central Hub (WH-01),4924,283,$478.74
MOD-9526,HDD - 32GB DDR5,Central Hub (WH-01),1709,185,$762.20
PRD-HW-39841,Motherboard - Mid-Tower,Regional Depot (WH-02),2401,305,$248.35
COMP-36871,Monitor - Mechanical RGB,East Coast Fulfillment,1901,20,$16.92
COMP-73909,Monitor - 2TB 7200RPM,Express Logistics (WH-03),4040,60,$608.98
PRD-HW-29675,Power Supply - 1TB NVMe,West Coast Dist,1220,27,$698.21
SKU-EL-73860,Keyboard - 32GB DDR5,Central Hub (WH-01),3538,110,$38.80
COMP-16654,Mouse - RTX 4070,West Coast Dist,944,305,$133.25
MOD-16393,Cable - RTX 4070,Central Hub (WH-01),2460,164,$89.64
PRD-HW-69845,Motherboard - 1TB NVMe,Central Hub (WH-01),1716,431,$477.71
PRD-HW-98062,CPU - 2TB 7200RPM,Central Hub (WH-01),3009,450,$153.80
COMP-52113,SSD - ATX,Regional Depot (WH-02),1760,64,$258.03
PRD-HW-20429,Cable - 850W Gold,West Coast Dist,3134,22,$310.74
SKU-EL-45496,Cooling Fan - ATX,East Coast Fulfillment,1290,68,$666.78
SKU-EL-10404,Mouse - 850W Gold,Central Hub (WH-01),3014,150,$623.48
PWR-96631,Motherboard - Mid-Tower,East Coast Fulfillment,2909,417,$249.22
MOD-16599,Monitor - RTX 4070,East Coast Fulfillment,1152,437,$384.93
COMP-42360,Keyboard - ATX,Express Logistics (WH-03),2292,164,$284.66
PRD-HW-36010,SSD - 2TB 7200RPM,East Coast Fulfillment,3448,378,$407.14
PRD-HW-8923,Power Supply - ATX,West Coast Dist,419,158,$561.67
PWR-88235,Cooling Fan - USB-C 2m,West Coast Dist,4449,273,$529.58
PWR-84326,Power Supply - 120mm PWM,Express Logistics (WH-03),486,209,$505.12
PRD-HW-72770,Motherboard - Wireless,Express Logistics (WH-03),4551,139,$264.54
PWR-44191,Case - 32GB DDR5,Central Hub (WH-01),3356,152,$726.51
SKU-EL-80009,Motherboard - 2TB 7200RPM,East Coast Fulfillment,1279,235,$317.20
PRD-HW-29999,SSD - 1TB NVMe,West Coast Dist,1015,465,$624.12
PRD-HW-5755,Cooling Fan - 1TB NVMe,Regional Depot (WH-02),3335,314,$381.05
MOD-97101,Monitor - 2TB 7200RPM,Central Hub (WH-01),3484,263,$571.37
COMP-78995,HDD - 120mm PWM,Central Hub (WH-01),1084,425,$583.76
PWR-82757,Cable - RTX 4070,Regional Depot (WH-02),1401,50,$554.54
SKU-EL-56169,SSD - 27-inch 4K,Express Logistics (WH-03),2666,337,$328.13
SKU-EL-89351,Motherboard - ATX,Central Hub (WH-01),1963,194,$698.45
COMP-47165,SSD - Mechanical RGB,West Coast Dist,2426,394,$740.98
PRD-HW-86711,Power Supply - Mid-Tower,West Coast Dist,504,379,$453.84
SKU-EL-51137,HDD - 850W Gold,West Coast Dist,4906,61,$758.74
COMP-18651,CPU - 1TB NVMe,East Coast Fulfillment,4573,70,$131.90
SKU-EL-60774,Motherboard - Wireless,Central Hub (WH-01),2520,293,$353.67
PWR-26335,SSD - Mid-Tower,Regional Depot (WH-02),929,97,$334.33
COMP-21168,Motherboard - 27-inch 4K,Regional Depot (WH-02),3107,247,$345.19
PWR-48591,Power Supply - Mechanical RGB,Express Logistics (WH-03),535,78,$418.19
COMP-40698,Keyboard - Mechanical RGB,Regional Depot (WH-02),3217,146,$570.16
PWR-86902,Monitor - 27-inch 4K,East Coast Fulfillment,3199,419,$96.67
SKU-EL-26459,CPU - 27-inch 4K,Express Logistics (WH-03),3795,36,$204.69
PWR-2460,Mouse - 120mm PWM,Regional Depot (WH-02),898,343,$524.21
PRD-HW-5796,Keyboard - 1TB NVMe,Express Logistics (WH-03),2073,57,$235.47
PRD-HW-92418,RAM - 120mm PWM,Central Hub (WH-01),650,500,$719.78
SKU-EL-77710,RAM - Wireless,Express Logistics (WH-03),4088,381,$429.30
MOD-61402,SSD - USB-C 2m,Express Logistics (WH-03),2337,330,$569.52
MOD-43635,Case - 2TB 7200RPM,West Coast Dist,1076,126,$767.26
PWR-82789,Cable - USB-C 2m,Central Hub (WH-01),4335,163,$82.28
PRD-HW-54306,Motherboard - Mid-Tower,Central Hub (WH-01),2664,311,$476.53
PRD-HW-84182,Motherboard - RTX 4070,Express Logistics (WH-03),4945,34,$666.64
PWR-45134,GPU - 2TB 7200RPM,Central Hub (WH-01),4909,239,$59.21
SKU-EL-32640,SSD - ATX,West Coast Dist,556,198,$685.08
SKU-EL-43497,Monitor - Wireless,Central Hub (WH-01),4162,12,$126.36
COMP-12179,CPU - 27-inch 4K,Express Logistics (WH-03),4519,463,$297.85
PWR-56826,HDD - 27-inch 4K,East Coast Fulfillment,945,53,$545.33
SKU-EL-47859,RAM - 120mm PWM,Express Logistics (WH-03),165,318,$338.19
MOD-93692,Case - 32GB DDR5,East Coast Fulfillment,3879,420,$681.45
MOD-61945,SSD - 32GB DDR5,Central Hub (WH-01),4431,144,$796.58
SKU-EL-57754,RAM - 850W Gold,West Coast Dist,4686,16,$422.87
COMP-98505,Case - ATX,Regional Depot (WH-02),4277,238,$152.35
PWR-99086,Monitor - USB-C 2m,Central Hub (WH-01),1570,432,$609.51
PWR-18850,Cooling Fan - Wireless,Express Logistics (WH-03),2072,129,$391.95
PRD-HW-97154,Power Supply - Wireless,Central Hub (WH-01),4732,121,$542.41
COMP-55097,CPU - Mechanical RGB,Regional Depot (WH-02),1398,62,$405.17
SKU-EL-85328,GPU - 120mm PWM,West Coast Dist,4539,96,$474.53
COMP-51414,Mouse - Mechanical RGB,East Coast Fulfillment,1098,443,$618.71
SKU-EL-86403,Motherboard - 1TB NVMe,West Coast Dist,2601,323,$419.11
SKU-EL-4887,SSD - Mechanical RGB,Express Logistics (WH-03),4395,141,$767.97
SKU-EL-66280,RAM - ATX,West Coast Dist,3832,145,$201.30
PRD-HW-60383,SSD - 32GB DDR5,East Coast Fulfillment,957,448,$430.52
PRD-HW-37396,Monitor - 1TB NVMe,Express Logistics (WH-03),4183,205,$51.68
PRD-HW-62205,Cable - 2TB 7200RPM,East Coast Fulfillment,4050,314,$387.91
SKU-EL-57909,Mouse - RTX 4070,West Coast Dist,688,237,$444.36
PRD-HW-52863,GPU - 120mm PWM,Central Hub (WH-01),1969,278,$406.74
COMP-36941,Motherboard - 27-inch 4K,Express Logistics (WH-03),409,194,$588.03
PWR-44567,Motherboard - Mid-Tower,East Coast Fulfillment,4696,429,$357.37
SKU-EL-38613,Cooling Fan - USB-C 2m,Express Logistics (WH-03),1334,12,$551.23
SKU-EL-21487,CPU - Wireless,Express Logistics (WH-03),867,365,$84.65
COMP-89901,SSD - 1TB NVMe,Central Hub (WH-01),2098,429,$586.34
PWR-40642,Monitor - ATX,Central Hub (WH-01),233,407,$534.77
COMP-35580,Power Supply - RTX 4070,Express Logistics (WH-03),590,213,$726.28
PWR-1032,Mouse - 27-inch 4K,Central Hub (WH-01),4508,209,$463.50
COMP-4452,CPU - 120mm PWM,Central Hub (WH-01),1314,320,$481.28
COMP-39189,RAM - 1TB NVMe,East Coast Fulfillment,1152,397,$126.98
PWR-65532,HDD - Mid-Tower,Regional Depot (WH-02),110,40,$706.02
MOD-17992,Power Supply - 850W Gold,Central Hub (WH-01),2218,352,$403.18
PRD-HW-44317,SSD - 32GB DDR5,Central Hub (WH-01),2666,141,$37.99
COMP-84848,Mouse - 27-inch 4K,Regional Depot (WH-02),2550,81,$463.78
MOD-99934,Case - 2TB 7200RPM,East Coast Fulfillment,87,296,$291.52
PRD-HW-53495,Keyboard - 120mm PWM,Central Hub (WH-01),4756,262,$569.93
SKU-EL-22407,GPU - 32GB DDR5,West Coast Dist,4066,168,$486.85
SKU-EL-33045,HDD - 27-inch 4K,East Coast Fulfillment,2292,485,$295.15
PWR-75969,Cooling Fan - Mid-Tower,West Coast Dist,2791,217,$112.85
COMP-47986,Monitor - 850W Gold,Regional Depot (WH-02),1241,109,$428.49
MOD-6299,Monitor - 2TB 7200RPM,Central Hub (WH-01),209,331,$148.34
PWR-68063,Cable - Wireless,West Coast Dist,3169,90,$666.89
PWR-47306,RAM - Intel Core i7,Regional Depot (WH-02),1477,96,$90.95
SKU-EL-56577,Cooling Fan - 120mm PWM,East Coast Fulfillment,4543,177,$62.40
SKU-EL-57147,Mouse - USB-C 2m,Central Hub (WH-01),1544,40,$263.59
COMP-28359,Motherboard - RTX 4070,East Coast Fulfillment,1327,135,$493.28
SKU-EL-48663,Motherboard - Mechanical RGB,East Coast Fulfillment,4585,454,$286.88
COMP-28562,SSD - 120mm PWM,Regional Depot (WH-02),4516,86,$612.97
MOD-45784,RAM - Mid-Tower,Regional Depot (WH-02),4385,469,$765.28
PRD-HW-6306,Keyboard - RTX 4070,East Coast Fulfillment,2875,293,$768.93
MOD-40521,Cable - 27-inch 4K,Express Logistics (WH-03),1935,174,$709.26
MOD-27826,Monitor - 1TB NVMe,Regional Depot (WH-02),4303,63,$525.12
MOD-9720,RAM - 850W Gold,East Coast Fulfillment,464,398,$755.62
SKU-EL-2621,SSD - 120mm PWM,West Coast Dist,90,154,$63.38
PWR-23307,Cooling Fan - Mechanical RGB,Express Logistics (WH-03),3096,228,$418.53
SKU-EL-19214,HDD - Mechanical RGB,Express Logistics (WH-03),3661,88,$297.56
COMP-98293,Motherboard - ATX,West Coast Dist,123,231,$369.65
MOD-34411,Motherboard - 1TB NVMe,West Coast Dist,933,44,$353.01
SKU-EL-89466,RAM - 32GB DDR5,Central Hub (WH-01),1354,56,$741.27
PWR-87205,Mouse - 2TB 7200RPM,Express Logistics (WH-03),3722,153,$202.00
COMP-77309,Case - USB-C 2m,West Coast Dist,2768,336,$531.92
SKU-EL-71713,Cooling Fan - 850W Gold,East Coast Fulfillment,1613,197,$644.54
PRD-HW-87141,SSD - 1TB NVMe,West Coast Dist,1377,417,$46.00
PWR-8361,Case - 1TB NVMe,Regional Depot (WH-02),864,449,$185.05
SKU-EL-77962,Monitor - 2TB 7200RPM,West Coast Dist,1859,278,$371.25
MOD-84924,Cable - 120mm PWM,Central Hub (WH-01),1926,389,$250.93
SKU-EL-29988,Mouse - 27-inch 4K,East Coast Fulfillment,3157,222,$282.01
MOD-92591,GPU - Intel Core i7,Central Hub (WH-01),3483,307,$125.85
SKU-EL-35026,Mouse - 2TB 7200RPM,West Coast Dist,4789,397,$307.06
PWR-27950,Monitor - Mechanical RGB,Regional Depot (WH-02),1381,283,$185.94
SKU-EL-21897,Motherboard - 32GB DDR5,West Coast Dist,4026,129,$470.59
PRD-HW-78656,RAM - 32GB DDR5,Regional Depot (WH-02),45,408,$595.46
SKU-EL-57391,Monitor - ATX,Express Logistics (WH-03),1183,299,$603.93
PRD-HW-36220,GPU - Mid-Tower,West Coast Dist,4338,68,$719.88
PWR-91641,Motherboard - 1TB NVMe,Express Logistics (WH-03),573,276,$320.18
SKU-EL-53419,Cooling Fan - 27-inch 4K,East Coast Fulfillment,1672,41,$25.11
PRD-HW-1080,GPU - ATX,East Coast Fulfillment,4223,85,$347.74
SKU-EL-20420,Cooling Fan - Intel Core i7,Central Hub (WH-01),4498,108,$512.19
SKU-EL-20415,RAM - Mechanical RGB,Express Logistics (WH-03),1698,217,$187.18
COMP-90888,SSD - 32GB DDR5,East Coast Fulfillment,2423,332,$438.73
COMP-66204,Cable - 120mm PWM,East Coast Fulfillment,3075,132,$248.75
PRD-HW-82778,Monitor - Wireless,Regional Depot (WH-02),1489,71,$609.10
PWR-4412,GPU - 2TB 7200RPM,Express Logistics (WH-03),1270,239,$510.48
COMP-49666,SSD - RTX 4070,Express Logistics (WH-03),4167,288,$631.28
MOD-9643,SSD - 2TB 7200RPM,Regional Depot (WH-02),3050,440,$547.58
PRD-HW-56508,RAM - 32GB DDR5,Central Hub (WH-01),4868,273,$235.85
COMP-23771,CPU - USB-C 2m,Regional Depot (WH-02),3630,406,$752.72
COMP-21957,Case - Mid-Tower,West Coast Dist,672,173,$715.60
PWR-37667,GPU - Mechanical RGB,Express Logistics (WH-03),3384,380,$737.03
SKU-EL-93100,Monitor - Wireless,Express Logistics (WH-03),2760,416,$126.67
PRD-HW-68164,CPU - RTX 4070,East Coast Fulfillment,3773,312,$34.60
SKU-EL-82543,Motherboard - 850W Gold,West Coast Dist,1522,113,$197.25
COMP-10769,Keyboard - USB-C 2m,Express Logistics (WH-03),2763,298,$757.53
PRD-HW-3801,GPU - Intel Core i7,West Coast Dist,4176,153,$618.76
COMP-51964,Cable - Mechanical RGB,West Coast Dist,1811,191,$286.29
PWR-96260,Motherboard - 32GB DDR5,East Coast Fulfillment,4549,262,$96.53
PWR-13516,Mouse - Mechanical RGB,West Coast Dist,2733,29,$299.68
PWR-94654,HDD - RTX 4070,West Coast Dist,2273,77,$379.32
COMP-76147,HDD - Intel Core i7,Express Logistics (WH-03),4706,62,$264.36
COMP-12458,HDD - USB-C 2m,West Coast Dist,4854,478,$719.23
PWR-15203,Motherboard - 1TB NVMe,Central Hub (WH-01),737,158,$556.53
SKU-EL-93784,Monitor - 850W Gold,Central Hub (WH-01),3348,179,$510.83
PRD-HW-32280,Power Supply - ATX,East Coast Fulfillment,914,469,$84.84
